"ID","Key","Value"
"13e19b84-beca-474c-8ab9-9d006c72bffb","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.4.2.1] Zweck des Prozesses ""Definition der Stakeholder-Bedarfe und -Anforderungen"" ist die Aufnahme sämtlicher Anforderungen an ein System, das die von Nutzern und anderen Stakeholdern benötigten Leistungen in einer definierten Umgebung erbringt""."
"13e19b84-beca-474c-8ab9-9d006c72bffb","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.2.1] The purpose of the Stakeholder Needs and Requirements Definition process is to define the stakeholder requirements for a system that can provide the capabilities needed by users and other stakeholders in a defined environment."
"1f4dc672-97ff-4f00-8b2b-20e42d40daa5","en_Name","Verification"
"1f4dc672-97ff-4f00-8b2b-20e42d40daa5","de_Name","Verifikation"
"1f4dc672-97ff-4f00-8b2b-20e42d40daa5","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.4.9.1] Der Zweck des Prozesses ""Verifikation"" ist es, nachzuweisen, dass das System die spezifizierten Anforderungen erfüllt und die geforderten Eigenschaften besitzt""."
"1f4dc672-97ff-4f00-8b2b-20e42d40daa5","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.9.1] The purpose of the Verification process is to provide objective evidence that a system or system element fulfils its specified requirements and characteristics."
"258aa5cb-514c-4ab8-8cbc-494dd3f4f386","en_Name","System Analysis"
"258aa5cb-514c-4ab8-8cbc-494dd3f4f386","de_Name","Systemanalyse"
"258aa5cb-514c-4ab8-8cbc-494dd3f4f386","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.4.6.1] Der Zweck des Prozesses ""Systemanalyse"" besteht darin, eine klare Grundlage an Daten und Informationen für das technische Verständnis zu schaffen, die als Entscheidungshilfe über den ganzen Lebenszyklus dient""."
"258aa5cb-514c-4ab8-8cbc-494dd3f4f386","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.6.1] The purpose of the System Analysis process is to provide a rigorous basis of data and information for technical understanding to aid decision‐making across the life cycle."
"46416b34-95e9-4757-9c59-ca9f291ea39b","en_Name","Integration"
"46416b34-95e9-4757-9c59-ca9f291ea39b","de_Name","Integration"
"46416b34-95e9-4757-9c59-ca9f291ea39b","de_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.8.1] The purpose of the Integration process is to synthesize a set of system elements into a realized system (product or service) that satisfies system requirements,
architecture, and design."
"46416b34-95e9-4757-9c59-ca9f291ea39b","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.8.1] The purpose of the Integration process is to synthesize a set of system elements into a realized system (product or service) that satisfies system requirements,
architecture, and design."
"491183c1-dd93-428b-a1aa-e8ba4bd51c57","en_Name","Architecture Definition"
"491183c1-dd93-428b-a1aa-e8ba4bd51c57","de_Name","Architekturgestaltung"
"491183c1-dd93-428b-a1aa-e8ba4bd51c57","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.4.4.1] Der Zweck des Prozesses ""Architekturgestaltung"" besteht darin, alternative Systemarchitekturen zu entwickeln, eine oder mehrere Alternativen auszuwählen, die den Stakeholder-Anliegen entsprechen sowie die Systemanforderungen erfüllen und dies in einer Reihe konsistenter Ansichten darzustellen""."
"491183c1-dd93-428b-a1aa-e8ba4bd51c57","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.4.1] The purpose of the Architecture Definition process is to generate system architecture alternatives, to select one or more alternative(s) that frame stakeholder
concerns and meet system requirements, and to express this in a set of consistent views."
"67584c24-782b-4a6e-a73e-1302dd306ed1","en_Name","Life Cycle Model Management"
"67584c24-782b-4a6e-a73e-1302dd306ed1","de_Name","Lebenszyklusmodell-Management"
"67584c24-782b-4a6e-a73e-1302dd306ed1","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.2.1.1] Der Zweck des Prozesses ""Lebenszyklusmodell-Management"" ist das Definieren, Pflegen und Sicherstellen der Verfügbarkeit von Richtlinien, Lebenszyklusprozessen, Lebenszyklusmodellen und Verfahren sowie deren Anwendung innerhalb der Organisation im Geltungsbereich der [ISO/IEC/IEEE 15288]""."
"67584c24-782b-4a6e-a73e-1302dd306ed1","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.2.1.1] The purpose of the Life Cycle Model Management process is to define, maintain, and assure availability of policies, life cycle processes, life cycle models, and procedures for use by the organization with respect to the scope of [ISO/IEC/IEEE 15288]."
"6fab2289-0d98-43f7-98e5-516aa0e46709","en_Name","Information Management"
"6fab2289-0d98-43f7-98e5-516aa0e46709","de_Name","Informationsmanagement"
"6fab2289-0d98-43f7-98e5-516aa0e46709","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.3.6.1] Der Zweck des Prozesses ""Informationsmanagement"" ist es, für festgelegte Stakeholder Informationen zu erzeugen, zu erhalten, zu bestätigen, umzuwandeln, zu sichern, abzufragen, zu verbreiten und zu löschen""."
"6fab2289-0d98-43f7-98e5-516aa0e46709","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.3.6.1] The purpose of the Information Management process is to generate, obtain, confirm, transform, retain, retrieve, disseminate and dispose of information, to designated stakeholders. 
Information management plans, executes, and controls the provision of information to designated stakeholders that is unambiguous, complete, verifiable, consistent, modifiable, traceable, and presentable. Information includes technical, project, organizational, agreement, and user information. Information is often derived from data records of the organization, system, process, or project."
"7095441f-861e-4a75-a5b7-5f65c9d58466","en_Name","Portfolio Management"
"7095441f-861e-4a75-a5b7-5f65c9d58466","de_Name","Portfoliomanagement"
"7095441f-861e-4a75-a5b7-5f65c9d58466","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.2.3.1] Zweck des Prozesses ""Portfoliomanagement"" ist es, notwendige, geeignete und hinreichend viele Projekte in die Wege zu leiten und aufrechtzuerhalten, damit die strategischen Ziele der Organisation erfüllt werden""."
"7095441f-861e-4a75-a5b7-5f65c9d58466","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.2.3.1] The purpose of the Portfolio Management process is to initiate and sustain necessary, sufficient and suitable projects in order to meet the strategic objectives of the organization."
"741b5780-1beb-4cea-b0a4-d70f0f050601","en_Name","Disposal"
"741b5780-1beb-4cea-b0a4-d70f0f050601","de_Name","Entsorgung"
"741b5780-1beb-4cea-b0a4-d70f0f050601","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.4.14.1] Der Zweck des Prozesses ""Entsorgung"" ist es, die Existenz eines Systemelements oder eines Systems, das für eine bestimmte Nutzung vorgesehen war, zu beenden. Die Entsorgung der ausgetauschten oder ausgemusterten Elemente ist entsprechend der festgelegten kritischen Bedarfe durchzuführen""."
"741b5780-1beb-4cea-b0a4-d70f0f050601","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.14.1] The purpose of the Disposal process is to end the existence of a system element or system for a specified intended use, appropriately handle replaced or retired elements, and to properly attend to identified critical disposal needs."
"7747cee8-f983-4c1f-a0ee-fd35ab346e5d","en_Name","Business or Mission Analysis"
"7747cee8-f983-4c1f-a0ee-fd35ab346e5d","de_Name","Geschäfts- oder Auftragsanalyse"
"7747cee8-f983-4c1f-a0ee-fd35ab346e5d","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""Der Zweck des Prozesses ""Geschäfts- oder Auftragsanalyse"" ist es, die Problemstellung oder Chancen eines Geschäftsfalls oder eines Auftrags zu definieren, einen entsprechenden Lösungsrahmen zu entwickeln und mögliche Lösungsarten zu bestimmen, die zur Lösung des Problems oder zur Nutzung einer Chance herausgezogen werden können""."
"7747cee8-f983-4c1f-a0ee-fd35ab346e5d","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.1.1] The purpose of the Business or Mission Analysis process is to define the business or mission problem or opportunity, characterize the solution space, and determine potential solution class(es) that could address a problem or take advantage of an opportunity."
"83d72c0b-f74b-4619-9684-cf9cd7aad05d","en_Name","Quality Assurance"
"83d72c0b-f74b-4619-9684-cf9cd7aad05d","de_Name","Qualitätssicherung"
"83d72c0b-f74b-4619-9684-cf9cd7aad05d","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.3.8.1] Der Zweck des Prozesses ""Qualitätssicherung"" ist es, sicherzustellen, dass die Vorgaben des Organisationsprozesses ""Qualitätsmanagement"" wirkungsvoll auf das Projekt angewendet werden""."
"83d72c0b-f74b-4619-9684-cf9cd7aad05d","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.3.8.1] The purpose of the Quality Assurance process is to help ensure the effective application of the organization’s Quality Management process to the project."
"9261e84f-49e1-46f8-86ee-ed7fdb1ca83a","en_Name","Decision Management"
"9261e84f-49e1-46f8-86ee-ed7fdb1ca83a","de_Name","Entscheidungsmanagement"
"9261e84f-49e1-46f8-86ee-ed7fdb1ca83a","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.3.3.1] Der Zweck des Prozesses ""Entscheidungsmanagement"" ist, einen strukturierten, analytischen Rahmen für Entscheidungnen bereitzustellen. Innerhalb dieses Rahmens können zu jedem Zeitpunkt des Lebenszyklus Alternativen für eine Entscheidung objektiv identifiziert, charakterisiert und ausgewertet werden und die vorteilhafteste Vorgehensweise ausgewählt werden""."
"9261e84f-49e1-46f8-86ee-ed7fdb1ca83a","en_Desc","As defined by ISO/IEC/IEEE 15288,
[6.3.3.1] The purpose of the Decision Management process is to provide a structured, analytical framework for objectively identifying, characterizing and evaluating a set of alternatives for a decision at any point in the life cycle and select the most beneficial course of action."
"992bbd31-9b6a-4185-96a4-2f9aba857ac1","en_Name","Operation"
"992bbd31-9b6a-4185-96a4-2f9aba857ac1","de_Name","Betrieb"
"992bbd31-9b6a-4185-96a4-2f9aba857ac1","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.4.12.1] Der Zweck des Prozesses ""Betrieb"" besteht darin, die Dienste des Systems zu nutzen. Dieser Prozess findet häufig parallel zum Prozess ""Wartung"" statt""."
"992bbd31-9b6a-4185-96a4-2f9aba857ac1","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.12.1] The purpose of the Operation process is to use the system to deliver its services."
"9c015bfb-b80c-40de-b40d-80abe47553b6","en_Name","Infrastructure Management"
"9c015bfb-b80c-40de-b40d-80abe47553b6","de_Name","Infrastrukturmanagement"
"9c015bfb-b80c-40de-b40d-80abe47553b6","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.2.2.1] Der Zweck des Prozesses ""Infrastrukturmanagement"" besteht in der Versorgung der Projekte mit Infrastruktur (Einrichtungen und Ausrüstung) sowie Dienstleistungen zur Unterstützung der Organisations- und Projektziele während des gesamten Lebenszyklus""."
"9c015bfb-b80c-40de-b40d-80abe47553b6","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.2.2.1] The purpose of the Infrastructure Management process is to provide the infrastructure and services to projects to support organization and project objectives throughout the life cycle."
"9c83d5ef-01d7-4808-ad06-e4493fbf9cf6","en_Name","System Requirements Definition"
"9c83d5ef-01d7-4808-ad06-e4493fbf9cf6","de_Name","Definition der Systemanforderungen"
"9c83d5ef-01d7-4808-ad06-e4493fbf9cf6","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.4.3.1] Zweck des Prozesses ""Definition der Systemanforderungen"" ist die Überführung der Stakeholder- bzw. Nutzersicht auf die gewünschten Fähigkeiten in eine technische Sicht auf eine Lösung, die die betriebsbezogenen Bedarfe der Nutzer erfüllt""."
"9c83d5ef-01d7-4808-ad06-e4493fbf9cf6","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.3.1] The purpose of the System Requirements Definition process is to transform the stakeholder, useroriented view of desired capabilities into a technical view of a solution that meets the operational needs of the user."
"9d02dcd8-dca7-42a2-9425-d2aaa7458fba","en_Name","Validation"
"9d02dcd8-dca7-42a2-9425-d2aaa7458fba","de_Name","Validierung"
"9d02dcd8-dca7-42a2-9425-d2aaa7458fba","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.4.11.1] Der Zweck des Prozesses ""Validierung"" ist es, nachzuweisen, dass das System die beabsichtigten Dienste in seiner vorgesehenen Betriebsumgebung erbringt. Gleichzeitig wird nachgewiesen, dass die Geschäfts- bzw. Auftragsziele und die Stakeholder-Anforderungen erfüllt werden""."
"9d02dcd8-dca7-42a2-9425-d2aaa7458fba","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.11.1] The purpose of the Validation process is to provide objective evidence that the system, when in use, fulfills its business or mission objectives and stakeholder requirements, achieving its intended use in its intended operational environment."
"aa6772e6-4886-4a54-9a91-5ec034fe941d","en_Name","Risk Management"
"aa6772e6-4886-4a54-9a91-5ec034fe941d","de_Name","Risikomanagement"
"aa6772e6-4886-4a54-9a91-5ec034fe941d","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.3.4.1] Der Zweck des Prozesses ""Risikomanagement"" ist das Erkennen, Analysieren, Behandeln und Beobachten von Risiken""."
"aa6772e6-4886-4a54-9a91-5ec034fe941d","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.3.4.1] The purpose of the Risk Management process is to identify, analyze, treat and monitor the risks continually."
"af9e0d82-de0d-4bfd-93e7-1a3253e43e8c","en_Name","Project Planning"
"af9e0d82-de0d-4bfd-93e7-1a3253e43e8c","de_Name","Projektplanung"
"af9e0d82-de0d-4bfd-93e7-1a3253e43e8c","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.3.1.1] Der Zweck des Prozesses ""Projektplanung"" ist das Erzeugen und Koordinieren wirkungsvoller und ausführbarer Projektpläne""."
"af9e0d82-de0d-4bfd-93e7-1a3253e43e8c","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.3.1.1] The purpose of the Project Planning process is to produce and coordinate effective and workable plans."
"b8ac0880-99a6-478a-bf9d-ea454b055bd1","en_Name","Design Definition"
"b8ac0880-99a6-478a-bf9d-ea454b055bd1","de_Name","Entwurf"
"b8ac0880-99a6-478a-bf9d-ea454b055bd1","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.4.5.1] Der Zweck des Prozesses ""Entwurf"" besteht darin, ausreichend detaillierte Daten und Informationen über das System und seine Elemente zu liefern, so dass die Umsetzung in Übereinstimmung mit den in den Modellen und Ansichten der Systemarchitektur definierten Architektureinheiten erfolgen kann""."
"b8ac0880-99a6-478a-bf9d-ea454b055bd1","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.5.1] The purpose of the Design Definition process is to provide sufficient detailed data and information about the system and its elements to enable the imple-
mentation consistent with architectural entities as defined in models and views of the system architecture."
"be1b5c92-0387-4725-83aa-85e146694e2c","en_Name","Measurement"
"be1b5c92-0387-4725-83aa-85e146694e2c","de_Name","Messung"
"be1b5c92-0387-4725-83aa-85e146694e2c","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.3.7.1] Der Zweck des Prozesses ""Messung"" ist das Sammeln, Analysieren und Berichten von objektiven Daten und Informationen, um wirksames Steuern zu ermöglichen und die Qualität der Produkte, Dienstleistungen und Prozesse zu zeigen""."
"be1b5c92-0387-4725-83aa-85e146694e2c","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.3.7.1] The purpose of the Measurement process is to collect, analyze, and report objective data and information to support effective management and demonstrate the quality of the products, services, and processes."
"d25855a7-e8a3-4aa1-9801-7adcd555a4e8","en_Name","Supply"
"d25855a7-e8a3-4aa1-9801-7adcd555a4e8","de_Name","Lieferung"
"d25855a7-e8a3-4aa1-9801-7adcd555a4e8","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.1.2.1] Der Zweck des Prozesses ""Lieferung"" ist die Versorgung des Erwerbers mit einem Produkt oder einer Dienstleistung, in Übereinstimmung mit den vereinbarten Anforderungen""."
"d25855a7-e8a3-4aa1-9801-7adcd555a4e8","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.1.2.1] The purpose of the Supply process is to provide an acquirer with a product or service that meets agreed requirements."
"d489ff5e-6c55-4351-bc61-5d2f7ff52e54","en_Name","Maintenance"
"d489ff5e-6c55-4351-bc61-5d2f7ff52e54","de_Name","Wartung"
"d489ff5e-6c55-4351-bc61-5d2f7ff52e54","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.4.13] Der Zweck des Prozesses ""Wartung"" besteht darin, die Fähigkeit des Systems, seine Dienste zu erbringen, aufrechtzuerhalten""."
"d489ff5e-6c55-4351-bc61-5d2f7ff52e54","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.13] The purpose of the Maintenance process is to sustain the capability of the system to provide a service."
"dd630d51-558b-4ccc-9091-5f0822ff4d02","en_Name","Implementation"
"dd630d51-558b-4ccc-9091-5f0822ff4d02","de_Name","Umsetzung"
"dd630d51-558b-4ccc-9091-5f0822ff4d02","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.4.7.1] Der Zweck des Prozesses ""Umsetzung"" ist die Realisierung eines spezifiziertes Systemelements""."
"dd630d51-558b-4ccc-9091-5f0822ff4d02","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.4.7.1] The purpose of the Implementation process is to realize a specified system element."
"def60c92-d482-4f16-97a9-405f63db813a","en_Name","Human Resource Management"
"def60c92-d482-4f16-97a9-405f63db813a","de_Name","Personalmanagement"
"def60c92-d482-4f16-97a9-405f63db813a","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.2.4.1] Der Zweck des Prozesses ""Personalmanagement"" ist es, der Organisation das benötigte Personal bereitzustellen und dafür zu sorgen, dass die Fähigkeiten des Personals den Geschäftsbedarfen entsprechen""."
"def60c92-d482-4f16-97a9-405f63db813a","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.2.4.1] The purpose of the Human Resource Management process is to provide the organization with necessary human resources and to maintain their competencies, consistent with business needs."
"e51ea540-dbc6-4fe6-b89a-ea4643919bd8","en_Name","Acquisition"
"e51ea540-dbc6-4fe6-b89a-ea4643919bd8","de_Name","Beschaffung"
"e51ea540-dbc6-4fe6-b89a-ea4643919bd8","de_Desc","Gemäß ISO/IEC/IEEE 15288 (laut INCOSE Handbuch 4.0 - übersetzt von GfSE):
""[6.1.1.1] Der Zweck des Prozesses ""Beschaffung"" ist es, dass der Erwerber ein Produkt oder eine Dienstleistung gemäß seinen Anforderungen erhält""."
"e51ea540-dbc6-4fe6-b89a-ea4643919bd8","en_Desc","As stated in ISO/IEC/IEEE 15288,
[6.1.1.1] The purpose of the Acquisition process is to obtain a product or service in accordance with the acquirer’s requirements."
